title,year,description,rank,min_player,max_player,min_time,max_time,avg_rating,num_rating,std_dev_rating,weight,num_comment,num_fan,num_view,total_play,month_play,num_own,num_wish,min_age
Roads & Boats,1999,Develop a logistical network from pack animals to the stock market.,492,1,4,240,240,7.72,3242,1.65,4.19,1127,221,746644,6480,0,4370,2130,14
Escape Plan,2019,Escape the city; but don't forget to grab your loot on the way out!,493,1,5,60,120,7.558,4387,1.39,3.69,937,1037,624070,9636,9,7668,2233,12
Ingenious,2004,Place hexagonal tiles to score lines of colors.,494,1,4,30,45,7.111,16354,1.2,1.91,4074,345,794099,82439,19,20094,2040,8
One Night Ultimate Werewolf,2014,An app-driven Werewolf that lasts but a single night. Wolves and villagers beware!,495,3,10,10,10,7.099,24343,1.61,1.38,4007,857,1202064,183636,93,43001,3027,8
Return to Dark Tower,2022,Cooperative or competitive strategy game pitting heroes against an ominous Tower.,496,1,4,100,120,8.478,2016,1.39,2.68,563,604,599693,6222,45,4472,1913,10
Airlines Europe,2011,Expand airlines across Europe to make your investments pay off.,497,2,5,75,75,7.296,7134,1.18,2.44,1788,228,530535,16712,7,7971,2016,10
Elysium,2015,Create mighty combinations; write epic legends; and earn the favour of the Gods.,498,2,4,60,60,7.212,9154,1.22,2.76,1711,381,737501,20257,2,12969,2124,14
Egizia,2009,Struggle against the Nile's current to construct Egypt's iconic monuments.,499,2,4,90,90,7.402,5300,1.2,2.83,1121,172,411795,18794,4,4325,1224,12
Sushi Go!,2013,Pass the sushi around; but keep the best for yourself. Save room for dessert!,500,2,5,15,15,7.031,40383,1.15,1.16,5884,974,1128141,195073,159,70056,2455,8
RoboRally,1994,Use pre-programmed movement cards to race your robot around a hazardous factory.,501,2,8,45,120,7.07,23203,1.54,2.43,5544,859,1060734,49012,4,26671,2777,12
Zombie Kidz Evolution,2018,Save the school from a cartoonish zombie horde. Unlock fun new content as you play!,502,2,4,5,15,7.731,3506,1.28,1.38,675,201,246120,51257,96,7550,1004,7
Chicago Express,2007,Build track and buy stock to get the most money in this railroad race to Chicago.,503,2,6,60,60,7.246,7867,1.34,2.78,2370,271,645160,21927,7,8605,1204,12
Queendomino,2017,Build a tile queendom independently; or mix with Kingdomino for more players and fun.,504,2,4,25,25,7.211,9616,1.15,2.06,1496,354,413643,26322,16,19147,1966,8
Project L,2020,Players collect pieces; pick cards and fill in various shapes to get the most points!,505,1,4,20,40,7.56,4258,1.12,1.53,720,291,269094,23547,108,8234,1944,8
Alhambra,2003,Compete to build the most valuable picturesque walled city in 13th-century Granada.,506,2,6,45,60,7.032,31150,1.18,2.1,6747,745,1354494,104449,52,38272,3725,8
Vikings,2007,Different-colored Vikings have different responsibilities. Which do you need most?,507,2,4,60,60,7.245,8188,1.21,2.54,1923,256,591798,36201,2,7908,1703,10
Vinhos,2010,Build a prestigious winery with sales; exports; tastings & helpful influencers.,508,2,4,60,135,7.478,4664,1.5,4.21,1027,290,638620,8501,1,4715,1512,12
